loan_id,member_id,home_ownership, annual_inc ,loan_status, loan_amnt ,term,int_rate,cibil_score,inq_last_6mths,age,emp_length,marital,job
536450,693046,MORTGAGE," $100,000 ",Fully Paid," $16,000 ", 36 months,14.72%,699,3,24,4,married,fixed
536484,693083,MORTGAGE," $32,000 ",Charged Off," $3,000 ", 36 months,10.75%,729,0,33,3,married,partime
536504,693102,MORTGAGE," $70,000 ",Current," $7,750 ", 60 months,17.56%,699,1,23,5,married,fixed
536505,693103,RENT," $40,000 ",Current," $10,000 ", 60 months,15.95%,684,2,34,2,single,fixed
536518,693117,RENT," $36,000 ",Charged Off," $3,500 ", 36 months,11.49%,744,6,22,3,single,freelance
536585,693185,MORTGAGE," $68,000 ",Fully Paid," $3,250 ", 36 months,13.23%,684,2,24,0,single,freelance
536589,693192,RENT," $54,000 ",Fully Paid," $10,000 ", 60 months,17.93%,669,0,24,7,married,fixed
536598,693202,RENT," $60,000 ",Late (31-120 days)," $25,000 ", 60 months,13.98%,719,2,26,6,married,fixed
536605,693209,MORTGAGE," $46,140 ",Fully Paid," $4,800 ", 36 months,14.72%,684,1,28,23,single,fixed
536611,693217,RENT," $48,000 ",Fully Paid," $3,500 ", 36 months,11.86%,689,0,31,10,single,fixed
536625,693231,RENT," $66,000 ",Fully Paid," $5,000 ", 36 months,15.21%,679,1,25,1,married,fixed
536634,693241,RENT," $24,000 ",Fully Paid," $15,000 ", 60 months,11.49%,764,0,22,13,married,fixed
536694,693310,MORTGAGE," $37,896 ",Current," $10,000 ", 60 months,11.86%,744,1,28,NA,married,fixed
536700,693316,RENT," $24,000 ",Fully Paid," $10,000 ", 60 months,11.49%,729,0,25,22,married,fixed
536708,693325,MORTGAGE," $55,000 ",Current," $4,000 ", 60 months,13.61%,699,2,23,14,married,fixed
536717,693334,RENT," $35,000 ",Current," $16,000 ", 60 months,11.86%,739,1,27,6,married,fixed
536732,693351,MORTGAGE," $40,000 ",Fully Paid," $8,000 ", 36 months,7.14%,814,2,26,6,married,fixed
536780,693412,MORTGAGE," $65,000 ",Fully Paid," $25,000 ", 60 months,11.49%,809,1,34,14,married,fixed
536785,693418,MORTGAGE," $55,000 ",Fully Paid," $7,000 ", 36 months,13.23%,689,1,26,3,single,partime
536794,693429,MORTGAGE," $121,000 ",Charged Off," $10,000 ", 60 months,13.98%,709,0,33,5,married,freelance
536798,693433,RENT," $44,000 ",Fully Paid," $4,800 ", 36 months,7.51%,734,0,27,12,married,fixed
536831,693483,MORTGAGE," $65,000 ",Fully Paid," $12,000 ", 36 months,7.88%,769,1,28,5,married,fixed
536835,693489,MORTGAGE," $60,000 ",Charged Off," $4,000 ", 60 months,10.75%,729,1,24,14,married,others
536869,693526,RENT," $50,000 ",Fully Paid," $3,500 ", 36 months,10.75%,719,1,38,7,married,freelance
536872,693531,MORTGAGE," $65,000 ",Current," $5,000 ", 60 months,17.19%,664,1,27,0,married,fixed
537011,693693,RENT," $106,800 ",Fully Paid," $15,000 ", 36 months,7.88%,809,2,27,2,single,fixed
537018,693702,MORTGAGE," $30,240 ",Charged Off," $1,400 ", 60 months,11.12%,729,1,22,5,married,fixed
537022,693707,MORTGAGE," $36,730 ",Charged Off," $10,500 ", 60 months,11.49%,769,5,24,1,married,partime
537037,693722,RENT," $42,000 ",Fully Paid," $13,000 ", 60 months,11.86%,724,1,49,7,married,freelance
537043,693733,RENT," $30,504 ",Charged Off," $3,300 ", 60 months,13.23%,744,0,36,6,married,fixed
537058,693753,RENT," $12,000 ",Charged Off," $1,000 ", 60 months,15.21%,679,0,27,2,married,freelance
537061,693758,MORTGAGE," $45,000 ",Fully Paid," $6,000 ", 36 months,7.88%,769,4,32,7,widow,fixed
537070,693770,RENT," $51,000 ",Fully Paid," $9,600 ", 60 months,15.21%,704,0,22,3,married,fixed
537078,693779,RENT," $30,000 ",Current," $14,400 ", 60 months,11.49%,734,0,25,9,married,partime
537090,693791,MORTGAGE," $24,000 ",Fully Paid," $7,750 ", 36 months,15.58%,669,2,25,2,married,fixed
537095,693798,MORTGAGE," $77,976 ",Current," $22,000 ", 60 months,18.67%,679,0,23,15,married,fixed
537110,693817,MORTGAGE," $65,000 ",Fully Paid," $22,000 ", 36 months,17.19%,669,2,27,28,married,fixed
537162,693923,MORTGAGE," $105,000 ",Current," $16,000 ", 60 months,11.49%,739,1,29,2,married,fixed
537167,693929,RENT," $83,000 ",Fully Paid," $8,300 ", 36 months,7.88%,744,1,25,2,married,fixed
537203,693972,RENT," $60,000 ",Current," $6,000 ", 60 months,11.12%,729,3,35,0,married,freelance
537226,694005,RENT," $44,000 ",Fully Paid," $8,500 ", 36 months,7.51%,754,1,24,4,married,partime
537244,694025,MORTGAGE," $58,000 ",Fully Paid," $4,000 ", 36 months,7.14%,744,1,21,4,single,fixed
537245,694026,MORTGAGE," $148,000 ",Fully Paid," $20,000 ", 60 months,13.61%,719,0,37,3,married,partime
537250,694030,MORTGAGE," $200,000 ",Fully Paid," $12,000 ", 36 months,10.38%,734,0,24,5,married,fixed
537275,694059,MORTGAGE," $120,000 ",Fully Paid," $8,400 ", 36 months,7.14%,769,0,22,4,married,fixed
537294,694083,RENT," $55,000 ",Fully Paid," $19,200 ", 36 months,15.21%,699,0,27,28,married,fixed
537297,694086,RENT," $36,672 ",Charged Off," $5,000 ", 60 months,13.61%,724,0,37,7,married,others
537320,694109,RENT," $104,000 ",Fully Paid," $6,000 ", 36 months,15.58%,694,0,23,2,married,freelance
537324,694114,RENT," $21,600 ",Fully Paid," $1,500 ", 36 months,14.72%,669,1,48,3,divorced,fixed
537342,694138,RENT," $12,996 ",Fully Paid," $1,750 ", 36 months,6.76%,759,0,28,2,married,fixed
537354,694154,OWN," $18,720 ",Fully Paid," $2,500 ", 36 months,11.86%,704,2,22,3,married,freelance
537383,694189,OWN," $46,800 ",Fully Paid," $11,500 ", 36 months,7.51%,769,0,24,17,married,fixed
537393,694201,MORTGAGE," $100,000 ",Fully Paid," $8,000 ", 36 months,11.86%,694,0,27,NA,married,fixed
537433,694241,RENT," $54,000 ",Current," $6,500 ", 60 months,13.98%,704,1,24,8,single,partime
537441,694248,MORTGAGE," $75,996 ",Current," $10,200 ", 60 months,16.32%,704,0,34,24,married,fixed
537448,694256,MORTGAGE," $84,000 ",Current," $8,000 ", 60 months,15.58%,684,1,22,12,married,freelance
537454,694263,RENT," $32,000 ",Fully Paid," $4,800 ", 36 months,13.61%,679,1,33,12,married,others
537505,694317,MORTGAGE," $33,600 ",Fully Paid," $7,000 ", 36 months,7.14%,754,2,22,17,single,partime
537523,694336,RENT," $101,004 ",Late (16-30 days)," $24,250 ", 60 months,13.23%,724,0,28,1,married,freelance
537538,694350,RENT," $81,080 ",Current," $14,000 ", 60 months,11.86%,724,1,26,8,married,fixed
537562,694380,RENT," $49,000 ",Fully Paid," $5,000 ", 36 months,11.86%,709,0,28,15,single,fixed
537568,694388,RENT," $22,884 ",Fully Paid," $6,000 ", 36 months,11.49%,709,0,27,4,married,partime
537601,694424,MORTGAGE," $81,996 ",Fully Paid," $7,000 ", 36 months,14.72%,674,1,25,0,single,fixed
537616,694440,MORTGAGE," $26,400 ",Fully Paid," $5,000 ", 36 months,7.14%,799,0,33,8,married,fixed
537617,694441,RENT," $19,200 ",Fully Paid," $4,000 ", 36 months,11.12%,704,0,23,14,single,fixed
537645,694472,MORTGAGE," $115,956 ",Fully Paid," $18,000 ", 60 months,18.67%,679,3,24,NA,married,freelance
537651,694480,MORTGAGE," $49,500 ",Fully Paid," $10,000 ", 36 months,10.75%,749,0,30,2,married,freelance
537664,694495,MORTGAGE," $32,004 ",Fully Paid," $10,000 ", 36 months,7.51%,799,0,26,0,married,fixed
537675,694506,RENT," $120,000 ",Charged Off," $5,000 ", 36 months,15.21%,679,2,30,5,married,fixed
537678,694510,MORTGAGE," $84,996 ",Fully Paid," $8,000 ", 60 months,6.00%,694,0,27,5,married,fixed
537688,694522,MORTGAGE," $50,000 ",Current," $4,900 ", 60 months,15.58%,679,3,25,32,married,fixed
537704,694548,MORTGAGE," $160,000 ",Fully Paid," $22,000 ", 36 months,10.75%,749,2,28,4,married,freelance
537736,694590,MORTGAGE," $95,004 ",Fully Paid," $10,000 ", 36 months,7.51%,754,2,26,5,married,fixed
537743,694598,OWN," $54,996 ",Charged Off," $2,100 ", 60 months,13.61%,689,2,23,13,single,others
537783,694645,RENT," $37,000 ",Current," $15,000 ", 60 months,17.56%,699,0,23,1,married,freelance
537792,694654,RENT," $26,400 ",Fully Paid," $5,400 ", 36 months,10.38%,724,1,31,0,married,fixed
537804,694667,RENT," $49,896 ",Fully Paid," $17,000 ", 36 months,16.82%,669,0,23,2,married,fixed
537831,694696,MORTGAGE," $40,542 ",Fully Paid," $6,250 ", 36 months,6.76%,779,1,28,4,married,fixed
537855,694723,RENT," $90,750 ",Fully Paid," $4,500 ", 36 months,14.72%,669,1,23,2,married,fixed
537883,694753,RENT," $30,000 ",Fully Paid," $8,000 ", 36 months,13.98%,694,1,30,9,married,fixed
537890,694760,MORTGAGE," $57,000 ",Fully Paid," $7,000 ", 36 months,7.14%,789,2,30,12,single,fixed
537896,694766,MORTGAGE," $720,000 ",Fully Paid," $25,000 ", 60 months,11.86%,759,2,25,22,married,freelance
537907,694778,RENT," $43,264 ",Current," $18,000 ", 60 months,11.49%,739,0,25,9,married,fixed
537952,694832,MORTGAGE," $82,140 ",Fully Paid," $12,000 ", 60 months,11.12%,774,0,26,15,married,freelance
538010,694902,RENT," $24,000 ",Current," $1,200 ", 60 months,7.88%,799,0,25,1,married,fixed
538024,694919,RENT," $29,000 ",Current," $8,000 ", 60 months,15.21%,689,0,26,9,married,fixed
538025,694920,MORTGAGE," $30,000 ",Fully Paid," $5,000 ", 36 months,13.23%,699,1,24,9,married,freelance
538031,694927,RENT," $60,000 ",Charged Off," $8,000 ", 36 months,11.49%,709,1,24,3,married,fixed
538050,694953,RENT," $52,000 ",Fully Paid," $10,000 ", 36 months,13.23%,704,0,24,8,married,freelance
538056,694960,RENT," $14,400 ",Fully Paid," $1,800 ", 36 months,10.75%,734,1,21,9,single,partime
538104,695018,MORTGAGE," $100,000 ",Current," $20,000 ", 60 months,13.61%,714,1,32,4,married,fixed
538111,695030,RENT," $42,996 ",Fully Paid," $2,000 ", 36 months,13.61%,709,2,31,4,married,partime
538123,695041,MORTGAGE," $61,200 ",Fully Paid," $10,000 ", 36 months,7.88%,744,0,22,3,married,fixed
538129,695048,RENT," $20,800 ",Fully Paid," $2,800 ", 36 months,15.21%,674,3,32,4,married,fixed
538134,695054,RENT," $120,000 ",Fully Paid," $10,000 ", 36 months,13.61%,689,1,23,0,married,partime
538163,695085,OWN," $21,996 ",Fully Paid," $6,000 ", 36 months,13.23%,709,0,35,3,married,fixed
538165,695089,MORTGAGE," $138,000 ",Fully Paid," $25,000 ", 36 months,11.12%,739,0,23,4,married,freelance
538168,695093,MORTGAGE," $60,000 ",Fully Paid," $6,000 ", 36 months,10.38%,719,0,25,11,married,fixed
538222,695151,MORTGAGE," $40,320 ",Charged Off," $4,400 ", 60 months,11.12%,724,1,26,NA,single,fixed
538236,695169,MORTGAGE," $36,000 ",Fully Paid," $6,000 ", 36 months,15.21%,664,2,22,22,married,fixed
538248,695183,MORTGAGE," $60,000 ",Fully Paid," $13,750 ", 36 months,7.51%,754,0,44,12,single,partime
538263,695197,RENT," $30,000 ",Current," $3,200 ", 60 months,13.98%,704,3,36,8,single,fixed
538267,695203,MORTGAGE," $77,022 ",Charged Off," $11,000 ", 60 months,10.75%,764,0,25,5,married,fixed
538274,695211,MORTGAGE," $155,000 ",Fully Paid," $18,000 ", 36 months,7.51%,789,1,31,3,married,partime
538287,695228,OWN," $142,000 ",Fully Paid," $7,500 ", 36 months,7.88%,729,1,28,0,married,fixed
538298,695238,MORTGAGE," $64,500 ",Fully Paid," $7,000 ", 36 months,7.88%,734,2,26,1,single,fixed
538336,695272,RENT," $60,000 ",Current," $14,000 ", 60 months,11.86%,744,0,43,3,married,fixed
538350,695295,OWN," $35,004 ",Fully Paid," $4,000 ", 36 months,11.49%,804,0,23,8,married,fixed
538354,695301,MORTGAGE," $35,004 ",Fully Paid," $10,000 ", 36 months,14.35%,704,0,31,0,married,fixed
538360,695310,MORTGAGE," $90,084 ",Fully Paid," $15,000 ", 36 months,7.88%,759,1,22,2,married,fixed
538362,695313,MORTGAGE," $98,400 ",Fully Paid," $20,000 ", 36 months,14.84%,684,0,26,3,married,fixed
538367,695318,MORTGAGE," $58,951 ",Fully Paid," $3,000 ", 36 months,7.51%,729,0,22,12,married,fixed
538376,695328,RENT," $82,000 ",Charged Off," $5,000 ", 60 months,15.21%,684,1,24,2,married,fixed
538443,695400,MORTGAGE," $65,004 ",Fully Paid," $8,000 ", 36 months,11.49%,709,0,26,5,married,freelance
538444,695399,OWN," $25,000 ",Fully Paid," $7,000 ", 60 months,13.98%,734,0,28,11,single,partime
538494,695457,RENT," $60,000 ",Current," $8,000 ", 60 months,11.49%,719,0,29,9,single,fixed
538508,695474,RENT," $50,000 ",Current," $11,000 ", 60 months,17.93%,714,0,26,3,married,fixed
538520,695488,RENT," $68,000 ",Fully Paid," $7,000 ", 36 months,7.51%,739,0,23,4,married,freelance
538526,695482,MORTGAGE," $66,000 ",Fully Paid," $7,800 ", 36 months,7.88%,724,3,30,0,married,fixed
538530,695502,OWN," $70,000 ",Fully Paid," $8,000 ", 36 months,15.95%,689,2,33,17,single,fixed
538544,695513,MORTGAGE," $50,000 ",Fully Paid," $6,000 ", 36 months,6.76%,809,0,21,16,married,fixed
538557,695530,MORTGAGE," $68,004 ",Fully Paid," $6,000 ", 36 months,11.86%,694,0,23,0,married,freelance
538561,695535,MORTGAGE," $69,655 ",Fully Paid," $7,500 ", 36 months,13.23%,704,2,25,3,single,partime
538563,695537,RENT," $43,920 ",Fully Paid," $14,500 ", 60 months,15.58%,704,2,27,5,married,fixed
538596,695576,MORTGAGE," $56,000 ",Fully Paid," $3,000 ", 36 months,6.76%,759,0,29,13,married,fixed
538599,695579,RENT," $48,000 ",Current," $13,750 ", 60 months,17.19%,679,0,26,NA,married,fixed
538613,695594,MORTGAGE," $65,004 ",Fully Paid," $1,500 ", 36 months,7.88%,714,1,23,0,married,freelance
538622,695605,MORTGAGE," $75,000 ",Fully Paid," $15,000 ", 36 months,7.51%,779,1,23,0,married,fixed
538645,695631,MORTGAGE," $84,000 ",Fully Paid," $10,000 ", 36 months,10.38%,734,0,22,4,married,fixed
538682,695677,RENT," $12,000 ",Charged Off," $1,000 ", 36 months,7.88%,719,2,21,5,married,freelance
538689,695685,MORTGAGE," $95,000 ",Charged Off," $23,400 ", 60 months,13.23%,749,5,37,NA,married,freelance
538692,695688,MORTGAGE," $50,000 ",Current," $4,000 ", 60 months,15.21%,684,2,49,16,married,freelance
538701,695697,RENT," $25,000 ",Fully Paid," $1,000 ", 36 months,15.95%,664,1,23,1,married,fixed
538714,695711,RENT," $27,996 ",Current," $12,000 ", 60 months,11.49%,739,1,28,5,married,fixed
538731,695730,RENT," $48,000 ",Fully Paid," $1,600 ", 36 months,13.98%,674,0,27,4,single,fixed
538742,695741,MORTGAGE," $110,000 ",Fully Paid," $8,500 ", 36 months,7.51%,749,3,22,11,married,partime
538743,695742,RENT," $87,000 ",Fully Paid," $1,200 ", 60 months,16.45%,709,1,29,4,married,fixed
538757,695759,MORTGAGE," $114,107 ",Fully Paid," $20,000 ", 60 months,13.23%,729,0,25,4,married,fixed
538812,695820,MORTGAGE," $75,972 ",Fully Paid," $18,125 ", 36 months,14.84%,694,0,25,9,single,fixed
538836,695848,RENT," $40,000 ",Fully Paid," $4,000 ", 36 months,7.88%,719,0,25,2,married,others
538862,695929,MORTGAGE," $62,000 ",Fully Paid," $20,000 ", 36 months,10.38%,759,0,24,13,married,fixed
538865,695932,RENT," $69,996 ",Fully Paid," $5,000 ", 36 months,10.38%,719,2,28,0,married,fixed
538889,695965,RENT," $55,000 ",Fully Paid," $6,000 ", 36 months,10.38%,724,1,31,NA,married,fixed
538896,695974,MORTGAGE," $82,000 ",Fully Paid," $5,000 ", 36 months,6.76%,774,0,24,4,single,fixed
538901,695980,MORTGAGE," $49,500 ",Fully Paid," $2,400 ", 36 months,7.51%,724,1,21,4,married,fixed
538904,695983,RENT," $38,004 ",Fully Paid," $10,000 ", 36 months,10.75%,719,3,32,0,married,freelance
538907,695970,RENT," $68,000 ",Fully Paid," $10,000 ", 36 months,10.75%,734,0,30,8,married,fixed
538933,696020,MORTGAGE," $54,996 ",Fully Paid," $6,400 ", 36 months,7.88%,724,0,24,0,married,freelance
538947,696033,RENT," $56,000 ",Fully Paid," $12,000 ", 36 months,10.75%,719,0,26,5,divorced,fixed
538955,696042,MORTGAGE," $59,650 ",Fully Paid," $10,000 ", 36 months,13.61%,709,0,33,2,single,fixed
538964,696053,MORTGAGE," $38,000 ",Fully Paid," $12,250 ", 60 months,20.90%,669,0,25,4,single,fixed
538971,696060,MORTGAGE," $64,500 ",Fully Paid," $1,200 ", 36 months,14.72%,669,2,34,3,married,fixed
538989,696080,RENT," $42,500 ",Fully Paid," $10,000 ", 36 months,7.88%,739,0,36,0,single,fixed
539003,696099,RENT," $75,000 ",Fully Paid," $11,000 ", 36 months,7.51%,814,1,24,4,separated,fixed
539011,695959,RENT," $40,000 ",Fully Paid," $18,000 ", 60 months,11.86%,729,0,39,3,single,freelance
539014,696109,RENT," $56,000 ",Charged Off," $25,000 ", 60 months,11.86%,754,0,28,15,separated,freelance
539020,696116,MORTGAGE," $82,000 ",Charged Off," $6,000 ", 36 months,11.49%,699,1,31,3,married,fixed
539041,696139,MORTGAGE," $52,000 ",Fully Paid," $5,500 ", 60 months,11.86%,714,3,38,0,married,partime
539051,696126,RENT," $34,800 ",Current," $6,000 ", 60 months,16.82%,669,0,31,1,married,fixed
539053,696151,RENT," $48,000 ",Current," $11,200 ", 60 months,15.95%,684,0,30,9,separated,fixed
539083,696187,RENT," $52,000 ",Fully Paid," $12,000 ", 36 months,13.61%,689,3,30,19,married,fixed
539119,696224,RENT," $29,000 ",Fully Paid," $10,000 ", 60 months,13.98%,739,3,27,5,single,fixed
539128,696234,RENT," $50,000 ",Charged Off," $10,500 ", 36 months,15.58%,669,1,41,4,single,fixed
539132,696240,MORTGAGE," $64,800 ",Fully Paid," $2,400 ", 36 months,13.23%,679,0,23,15,single,partime
539150,696258,RENT," $75,000 ",Fully Paid," $10,000 ", 36 months,11.86%,704,0,36,2,married,fixed
539181,696292,RENT," $38,400 ",Charged Off," $11,500 ", 60 months,17.56%,669,2,25,18,married,fixed
539204,696321,RENT," $33,600 ",Fully Paid," $2,000 ", 36 months,13.98%,729,2,26,1,married,others
539223,696343,RENT," $26,000 ",Fully Paid," $4,000 ", 36 months,6.76%,794,1,29,2,married,freelance
539228,696348,RENT," $65,000 ",Fully Paid," $5,000 ", 36 months,13.98%,689,0,24,0,married,fixed
539241,696362,RENT," $36,707 ",Fully Paid," $9,250 ", 36 months,16.32%,664,2,26,47,married,fixed
539250,696371,MORTGAGE," $33,600 ",Current," $8,100 ", 60 months,13.23%,749,0,21,12,married,freelance
539292,696418,MORTGAGE," $125,000 ",Fully Paid," $8,000 ", 36 months,6.76%,779,1,22,4,married,partime
539293,696419,RENT," $77,000 ",Fully Paid," $4,800 ", 36 months,7.14%,744,0,30,4,single,fixed
539327,686441,MORTGAGE," $45,400 ",Current," $20,500 ", 60 months,13.61%,719,1,37,10,married,fixed
539338,696474,MORTGAGE," $76,000 ",Current," $16,800 ", 60 months,15.58%,704,0,64,8,single,fixed
539353,696495,MORTGAGE," $80,000 ",Fully Paid," $5,000 ", 36 months,11.86%,694,1,24,3,married,partime
539354,696496,RENT," $92,004 ",Fully Paid," $6,000 ", 36 months,10.38%,724,1,31,6,married,fixed
539355,696497,MORTGAGE," $200,000 ",Fully Paid," $25,000 ", 36 months,10.75%,749,0,27,8,married,freelance
539356,696499,MORTGAGE," $80,000 ",Fully Paid," $12,500 ", 60 months,15.58%,694,2,26,18,married,freelance
539368,696510,RENT," $57,900 ",Current," $7,500 ", 60 months,11.49%,724,1,21,21,married,fixed
539378,696521,RENT," $33,204 ",Fully Paid," $2,000 ", 36 months,14.72%,679,0,39,0,married,others
539392,696535,RENT," $93,200 ",Fully Paid," $8,800 ", 36 months,7.88%,729,1,41,4,married,partime
539405,696551,OWN," $300,000 ",Fully Paid," $24,250 ", 36 months,19.41%,669,2,27,5,single,freelance
539419,696564,MORTGAGE," $51,500 ",Fully Paid," $4,000 ", 36 months,7.51%,724,1,24,13,married,freelance
539422,696568,RENT," $60,000 ",Fully Paid," $5,125 ", 36 months,11.86%,689,0,26,7,married,fixed
539455,696606,MORTGAGE," $107,280 ",Fully Paid," $25,000 ", 36 months,16.45%,684,0,31,17,married,fixed
539462,696613,OWN," $68,240 ",Fully Paid," $24,000 ", 60 months,11.12%,779,2,23,14,married,freelance
539463,696614,RENT," $56,800 ",Fully Paid," $4,000 ", 36 months,7.88%,719,0,28,14,married,fixed
539483,696640,MORTGAGE," $20,500 ",Fully Paid," $1,000 ", 36 months,6.76%,764,0,21,3,married,fixed
539484,696642,RENT," $44,500 ",Fully Paid," $14,400 ", 36 months,13.61%,699,1,26,7,married,fixed
539493,696653,RENT," $40,000 ",Fully Paid," $10,000 ", 36 months,7.88%,739,0,27,0,married,fixed
539517,696677,RENT," $75,000 ",Fully Paid," $6,000 ", 36 months,15.21%,664,1,35,6,married,fixed
539519,696680,MORTGAGE," $84,000 ",Fully Paid," $13,550 ", 60 months,11.49%,729,2,35,4,single,fixed
539577,696744,OWN," $27,336 ",Fully Paid," $5,500 ", 36 months,13.23%,689,0,29,1,married,fixed
539596,696765,MORTGAGE," $150,000 ",Charged Off," $25,000 ", 60 months,15.21%,739,0,22,12,separated,fixed
539601,696771,RENT," $68,000 ",Fully Paid," $8,400 ", 36 months,7.88%,734,2,26,14,married,fixed
539607,696778,MORTGAGE," $70,000 ",Fully Paid," $8,400 ", 36 months,7.88%,729,0,30,4,married,freelance
539608,696779,MORTGAGE," $83,000 ",Fully Paid," $23,000 ", 60 months,13.61%,719,0,28,4,separated,freelance
539695,696870,MORTGAGE," $57,996 ",Fully Paid," $8,000 ", 36 months,7.88%,744,1,29,28,married,fixed
539708,696882,RENT," $103,000 ",Fully Paid," $3,000 ", 36 months,7.88%,719,0,25,13,married,fixed
539714,696890,MORTGAGE," $50,000 ",Current," $14,000 ", 60 months,15.58%,709,0,22,12,married,fixed
539729,696907,RENT," $65,000 ",Late (31-120 days)," $8,800 ", 60 months,17.19%,704,0,23,20,married,freelance
539734,696912,RENT," $72,000 ",Charged Off," $8,400 ", 60 months,13.98%,699,2,27,2,widow,fixed
539737,696915,RENT," $13,000 ",Current," $2,500 ", 60 months,15.95%,724,2,33,3,married,freelance
539752,696931,MORTGAGE," $85,000 ",Fully Paid," $24,000 ", 60 months,11.86%,739,3,22,10,married,fixed
539764,696944,MORTGAGE," $105,000 ",Fully Paid," $10,000 ", 36 months,7.88%,739,2,23,4,married,freelance
539768,696948,RENT," $26,000 ",Fully Paid," $3,900 ", 36 months,7.51%,734,1,24,17,married,fixed
539769,696949,OWN," $53,604 ",Current," $20,000 ", 60 months,11.86%,749,1,26,0,married,freelance
539798,696984,RENT," $79,000 ",Current," $4,500 ", 60 months,13.98%,699,0,31,22,single,fixed
539806,696993,RENT," $50,004 ",Current," $2,800 ", 60 months,13.61%,694,0,25,1,married,fixed
539834,697025,RENT," $30,000 ",Fully Paid," $10,000 ", 36 months,13.98%,684,0,22,3,single,fixed
539837,697028,RENT," $37,950 ",Fully Paid," $11,000 ", 36 months,11.86%,704,1,26,5,single,freelance
539850,697042,MORTGAGE," $61,000 ",Charged Off," $10,000 ", 36 months,7.51%,749,0,23,0,single,freelance
539854,690544,MORTGAGE," $48,000 ",Fully Paid," $4,000 ", 36 months,7.14%,749,2,30,39,married,partime
539869,697062,OWN," $48,000 ",Current," $5,000 ", 60 months,16.45%,699,0,34,0,married,fixed
539874,697071,RENT," $170,000 ",Fully Paid," $25,000 ", 36 months,15.21%,704,0,34,17,married,freelance
539889,697087,RENT," $28,350 ",Current," $12,000 ", 60 months,11.86%,729,0,31,20,married,fixed
539925,697127,RENT," $60,000 ",Fully Paid," $3,500 ", 36 months,11.86%,694,1,36,4,married,fixed
539928,697130,RENT," $47,004 ",Fully Paid," $3,000 ", 36 months,11.49%,689,1,24,16,single,fixed
539929,697132,RENT," $31,200 ",Fully Paid," $12,000 ", 36 months,16.45%,669,1,34,1,married,fixed
539948,697154,RENT," $120,000 ",Fully Paid," $7,500 ", 60 months,13.98%,699,0,26,13,single,partime
540055,697260,RENT," $72,136 ",Fully Paid," $25,000 ", 36 months,19.41%,679,0,24,21,married,fixed
540070,697276,MORTGAGE," $91,224 ",Fully Paid," $15,000 ", 36 months,7.88%,779,2,35,1,single,fixed
540101,697313,MORTGAGE," $44,304 ",Current," $10,000 ", 60 months,11.12%,739,1,46,2,married,fixed
540107,697319,RENT," $29,748 ",Fully Paid," $2,000 ", 60 months,10.38%,744,3,26,5,separated,fixed
540112,697326,MORTGAGE," $18,000 ",Current," $9,200 ", 60 months,7.88%,809,2,29,3,married,freelance
540130,697348,RENT," $32,400 ",Fully Paid," $8,000 ", 60 months,15.95%,689,0,22,13,married,fixed
540131,697349,OWN," $45,996 ",Charged Off," $6,000 ", 60 months,13.23%,719,2,22,12,married,freelance
540137,697353,RENT," $100,016 ",Fully Paid," $11,200 ", 36 months,13.98%,684,2,24,11,married,fixed
540147,697363,RENT," $17,280 ",Fully Paid," $3,500 ", 36 months,15.21%,664,0,28,22,married,fixed
540179,697401,RENT," $37,000 ",Fully Paid," $10,000 ", 36 months,13.23%,699,0,21,3,married,freelance
540180,697402,MORTGAGE," $61,300 ",Fully Paid," $24,000 ", 60 months,13.61%,719,0,35,15,single,freelance
540204,697429,RENT," $28,800 ",Fully Paid," $3,000 ", 36 months,11.12%,699,1,42,34,single,fixed
540228,697454,RENT," $32,000 ",Fully Paid," $4,000 ", 36 months,11.49%,724,0,44,5,single,fixed
540234,697460,MORTGAGE," $74,778 ",Fully Paid," $6,000 ", 36 months,13.98%,679,0,27,5,married,fixed
540270,697502,MORTGAGE," $35,292 ",Fully Paid," $2,100 ", 36 months,7.51%,724,0,21,4,single,fixed
540280,697569,MORTGAGE," $95,004 ",Fully Paid," $18,000 ", 36 months,7.51%,774,1,27,5,married,others
540288,697578,RENT," $24,000 ",Charged Off," $5,000 ", 60 months,18.30%,669,2,32,3,single,fixed
540300,697589,RENT," $42,000 ",Fully Paid," $11,000 ", 36 months,10.38%,734,1,28,8,married,fixed
540325,697615,MORTGAGE," $85,000 ",Fully Paid," $7,750 ", 36 months,11.12%,714,2,22,0,married,fixed
540335,697626,MORTGAGE," $100,000 ",Fully Paid," $15,000 ", 36 months,7.88%,759,0,23,0,married,fixed
540348,697640,MORTGAGE," $102,000 ",Fully Paid," $20,000 ", 36 months,11.49%,724,0,26,3,divorced,fixed
540354,697646,RENT," $56,000 ",Fully Paid," $14,000 ", 36 months,14.35%,684,3,26,2,married,fixed
540369,697663,RENT," $71,000 ",Fully Paid," $7,000 ", 36 months,13.23%,689,0,65,0,married,freelance
540407,697707,RENT," $50,000 ",Current," $16,750 ", 60 months,15.21%,709,2,27,5,married,fixed
540431,697734,MORTGAGE," $100,000 ",Fully Paid," $16,000 ", 60 months,13.61%,719,0,25,6,married,fixed
540476,697781,MORTGAGE," $62,000 ",Current," $25,000 ", 60 months,13.23%,739,0,23,4,married,freelance
540502,697811,RENT," $46,560 ",Current," $24,250 ", 60 months,13.61%,734,0,29,4,married,fixed
540556,697871,RENT," $55,000 ",Fully Paid," $18,000 ", 36 months,7.88%,759,0,41,11,single,fixed
